,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount
2012-11-09,192.36,196.75,188.88,189.64,111.9387,17977200.0,0.85
2012-11-02,194.8,198.0,193.29,193.43,113.6704,14071200.0,0.0
2012-10-26,193.71,194.68,190.56,193.27,113.5764,19824000.0,0.0
2012-10-19,208.88,211.0,193.18,193.36,113.6293,37283100.0,0.0
2012-10-12,210.02,210.74,205.05,207.8,122.115,15209500.0,0.0
2012-10-05,208.01,211.79,207.94,210.59,123.7546,17786100.0,0.0
2012-09-28,205.02,208.32,203.9,207.45,121.9093,17962400.0,0.0
2012-09-21,205.55,207.99,205.3,205.98,121.0455,24867400.0,0.0
2012-09-14,199.39,207.65,198.73,206.81,121.5332,19339300.0,0.0
2012-09-07,196.61,199.5,193.25,199.5,117.2375,15172300.0,0.0
2012-08-31,197.96,198.3,193.18,194.85,114.5049,13113600.0,0.0
2012-08-24,200.69,201.13,194.2,197.77,116.2208,14140300.0,0.0
2012-08-17,198.88,202.0,197.72,201.22,118.2482,12373700.0,0.0
2012-08-10,198.76,200.88,197.24,199.29,117.1141,12376100.0,0.85
2012-08-03,196.32,198.95,193.02,198.52,116.1654,14944000.0,0.0
2012-07-27,189.78,197.41,188.2,196.39,114.9191,18795600.0,0.0
2012-07-20,185.58,196.85,183.2,192.45,112.6135,31507600.0,0.0
2012-07-13,190.76,191.14,181.85,186.01,108.8451,22998800.0,0.0
2012-07-06,196.36,197.2,189.74,191.41,112.005,11920500.0,0.0
2012-06-29,192.48,195.81,188.9,195.58,114.4451,18637100.0,0.0
2012-06-22,197.57,199.99,193.19,193.7,113.345,23194300.0,0.0
2012-06-15,196.6,199.27,192.14,199.1,116.5048,19518700.0,0.0
2012-06-08,188.34,195.8299,187.0,195.14,114.1876,18002600.0,0.0
2012-06-01,195.22,198.08,188.6,189.08,110.6416,21714900.0,0.0
2012-05-25,195.98,198.26,193.2,194.3,113.6961,17970000.0,0.0
2012-05-18,199.92,201.4679,195.16,195.88,114.6206,22381000.0,0.0
2012-05-11,203.96,204.77,199.06,201.17,117.7161,17219400.0,0.85
2012-05-04,206.71,208.929,204.4,204.99,119.4475,14699600.0,0.0
2012-04-27,197.89,208.17,196.791,206.81,120.508,20048100.0,0.0
2012-04-20,204.74,207.64,197.521,199.6,116.3067,30566700.0,0.0
2012-04-13,204.4,206.17,202.17,202.8,118.1714,17522600.0,0.0
2012-04-05,208.96,210.69,204.46,205.47,119.7272,15692400.0,0.0
2012-03-30,206.45,209.12,206.02,208.65,121.5802,16007300.0,0.0
2012-03-23,205.71,206.53,203.702,205.48,119.733,17132200.0,0.0
2012-03-16,200.93,207.52,200.23,206.01,120.0418,25846100.0,0.0
2012-03-09,198.36,201.19,196.812,200.62,116.9011,21823600.0,0.0
2012-03-02,196.78,199.17,196.1,198.81,115.8464,19330600.0,0.0
2012-02-24,193.73,199.23,192.46,197.76,115.2346,17955300.0,0.0
2012-02-17,193.31,193.86,190.831,193.42,112.7057,17149800.0,0.0
2012-02-10,192.48,194.46,191.28,192.42,112.123,18144100.0,0.75
2012-02-03,189.39,194.81,188.22,193.64,112.397,22703600.0,0.0
2012-01-27,187.91,192.79,187.67,190.46,110.5512,22822200.0,0.0
2012-01-20,180.36,188.97,179.32,188.52,109.4251,32020900.0,0.0
2012-01-13,182.2,183.72,177.3472,179.16,103.9922,26633200.0,0.0
2012-01-06,186.73,188.71,182.31,182.54,105.9541,19352900.0,0.0
2011-12-30,184.97,186.48,183.34,183.88,106.7318,12119700.0,0.0
2011-12-23,184.51,187.33,179.04,184.75,107.2368,27166800.0,0.0
2011-12-16,193.64,194.3,181.91,183.57,106.5519,30186100.0,0.0
2011-12-09,191.18,194.9,190.32,194.56,112.931,24142900.0,0.0
2011-12-02,182.71,191.33,180.67,189.66,110.0868,25843600.0,0.0
2011-11-25,183.37,183.96,177.06,177.06,102.7732,16357400.0,0.0
2011-11-18,189.17,189.97,183.39,185.24,107.5212,25522100.0,0.0
2011-11-11,186.22,187.88,181.16,187.38,108.7634,20903100.0,0.75
2011-11-04,185.59,187.78,180.74,186.38,107.7514,22918900.0,0.0
2011-10-28,181.51,188.07,179.03,187.45,108.37,28719000.0,0.0
2011-10-21,189.71,190.16,176.17,181.63,105.0053,46796000.0,0.0
2011-10-14,183.0,190.53,182.9,190.53,110.1506,26220900.0,0.0
2011-10-07,174.36,183.72,168.88,182.39,105.4446,38117800.0,0.0
2011-09-30,170.96,180.91,169.86,174.87,101.0971,36868400.0,0.0
2011-09-23,169.5,177.67,165.76,169.34,97.9001,31790500.0,0.0
2011-09-16,159.64,172.99,158.76,172.99,100.0102,33464200.0,0.0
2011-09-09,163.06,169.58,160.81,161.37,93.2924,25328900.0,0.0
2011-09-02,170.58,173.72,166.0,166.98,96.5357,26288300.0,0.0
2011-08-26,161.35,169.33,157.62,169.14,97.7845,33789200.0,0.0
2011-08-19,171.32,174.0,157.13,157.54,91.0782,47511700.0,0.0
2011-08-12,168.83,172.61,161.85,168.2,97.241,56678700.0,0.75
2011-08-05,182.6,183.69,166.52,172.98,99.5553,41229200.0,0.0
2011-07-29,183.89,184.96,179.73,181.85,104.6602,26294400.0,0.0
2011-07-22,174.73,185.63,173.58,185.18,106.5767,37500900.0,0.0
2011-07-15,174.9,176.32,173.84,175.54,101.0286,23838300.0,0.0
2011-07-08,173.52,177.77,173.52,176.49,101.5754,20777900.0,0.0
2011-07-01,165.74,174.65,165.21,174.54,100.4531,23400700.0,0.0
2011-06-24,163.7,166.81,163.59,165.07,95.0028,22978000.0,0.0
2011-06-17,164.44,165.1,161.52,164.44,94.6402,29385600.0,0.0
2011-06-10,164.76,165.96,162.87,163.18,93.9151,20640600.0,0.0
2011-06-03,168.44,169.89,164.13,165.05,94.9913,23342600.0,0.0
2011-05-27,168.58,168.69,165.9,167.5,96.4014,22718600.0,0.0
2011-05-20,169.81,171.41,166.53,170.16,97.9323,25997900.0,0.0
2011-05-13,168.39,172.77,167.82,169.92,97.7941,23498700.0,0.0
2011-05-06,172.11,173.54,167.5,168.89,97.2013,29465600.0,0.75
2011-04-29,167.65,173.0,167.23,170.58,97.74,26858900.0,0.0
2011-04-21,164.64,168.45,162.19,168.28,96.4221,29758000.0,0.0
2011-04-15,163.44,166.34,162.3,166.21,95.236,22168000.0,0.0
2011-04-08,164.42,164.75,163.16,164.05,93.9984,17602700.0,0.0
2011-04-01,161.54,164.42,161.12,164.27,94.1244,19066300.0,0.0
2011-03-25,157.64,162.74,157.07,162.18,92.9269,25371800.0,0.0
2011-03-18,161.16,161.9804,151.71,155.89,89.3228,41798000.0,0.0
2011-03-11,161.6,167.72,158.85,162.43,93.0701,31095800.0,0.0
2011-03-04,162.36,164.31,159.41,161.83,92.7263,21537300.0,0.0
2011-02-25,163.57,164.26,159.03,162.28,92.9842,21433300.0,0.0
2011-02-18,164.18,164.84,162.52,164.84,94.451,18590000.0,0.0
2011-02-11,164.08,166.25,163.18,163.85,93.8838,26097300.0,0.65
2011-02-04,159.18,164.2,158.68,164.0,93.6033,25371100.0,0.0
2011-01-28,155.42,164.35,155.33,159.21,90.8694,32502900.0,0.0
2011-01-21,149.82,156.78,149.38,155.5,88.7519,35766800.0,0.0
2011-01-14,147.58,150.0,146.75,150.0,85.6128,19878500.0,0.0
2011-01-07,147.21,148.86,146.64,147.93,84.4313,23486200.0,0.0
2010-12-31,145.12,147.5,145.0,146.76,83.7635,14684300.0,0.0
2010-12-23,145.39,146.4,144.33,145.89,83.267,13585400.0,0.0
2010-12-17,145.14,146.01,144.15,145.0,82.759,28194800.0,0.0
2010-12-10,144.54,146.2999,143.52,144.82,82.6563,21020900.0,0.0
2010-12-03,143.53,145.85,141.28,145.38,82.9759,28622500.0,0.0
2010-11-26,144.0,146.44,142.33,143.9,82.1312,15256400.0,0.0
2010-11-19,143.89,145.35,141.18,145.05,82.7875,24207800.0,0.0
2010-11-12,145.35,147.53,143.35,143.74,82.0399,24816000.0,0.65
2010-11-05,143.64,146.93,142.32,146.92,83.4843,27101400.0,0.0
2010-10-29,140.42,144.0,138.53,143.6,81.5978,32583300.0,0.0
2010-10-22,140.9,143.03,136.7,139.67,79.3647,41753800.0,0.0
2010-10-15,138.79,142.1,138.27,141.06,80.1545,31299400.0,0.0
2010-10-08,135.23,139.09,134.39,138.85,78.8987,26027000.0,0.0
2010-10-01,133.51,136.28,133.51,135.64,77.0747,30834900.0,0.0
2010-09-24,130.24,134.15,130.11,134.11,76.2053,28357000.0,0.0
2010-09-17,128.63,130.6,128.43,130.19,73.9779,29966700.0,0.0
2010-09-10,126.99,128.29,125.39,127.99,72.7278,16686200.0,0.0
2010-09-03,125.08,127.6,122.28,127.58,72.4948,25097500.0,0.0
2010-08-27,127.57,128.03,122.42,124.73,70.8753,28851700.0,0.0
2010-08-20,127.47,130.195,126.96,127.5,72.4493,24839400.0,0.0
2010-08-13,130.79,132.49,127.33,127.87,72.6596,27721100.0,0.0
2010-08-06,129.25,131.98,128.76,130.14,73.9494,26753600.0,0.65
2010-07-30,128.18,129.5,127.04,128.4,72.5981,29087100.0,0.0
2010-07-23,128.67,130.38,122.93,128.38,72.5868,45328500.0,0.0
2010-07-16,127.37,131.6,127.16,128.03,72.3889,30691500.0,0.0
2010-07-09,123.58,128.2,122.17,127.96,72.3493,22776300.0,0.0
2010-07-02,127.65,129.47,120.61,121.86,68.9004,39925900.0,0.0
2010-06-25,131.42,131.94,127.12,127.12,71.8744,35729700.0,0.0
2010-06-18,128.5,131.25,128.34,130.15,73.5876,34958900.0,0.0
2010-06-11,125.57,128.8,122.82,128.45,72.6264,36446000.0,0.0
2010-06-04,124.69,128.22,124.2,125.28,70.8341,31155200.0,0.0
2010-05-28,125.26,126.39,121.47,125.26,70.8228,40594400.0,0.0
2010-05-21,130.68,131.99,121.4,125.42,70.9132,52738700.0,0.0
2010-05-14,126.27,133.1,125.06,131.19,74.1756,52007600.0,0.0
2010-05-07,129.39,130.14,116.0,122.1,69.0361,43103500.0,0.65
2010-04-30,129.76,132.0,128.71,129.0,72.5568,35378000.0,0.0
2010-04-23,130.38,132.28,127.77,129.99,73.1136,46345200.0,0.0
2010-04-16,128.57,132.17,127.84,130.63,73.4736,35328700.0,0.0
2010-04-09,128.38,129.8,127.12,128.76,72.4218,24394000.0,0.0
2010-04-01,129.3,129.95,127.55,128.25,72.1349,17954900.0,0.0
2010-03-26,127.11,130.73,126.57,129.26,72.703,31453700.0,0.0
2010-03-19,127.4,128.93,126.78,127.71,71.8312,32679700.0,0.0
2010-03-12,127.06,128.37,125.2,127.94,71.9606,33736000.0,0.0
2010-03-05,127.5,129.09,125.47,127.25,71.5725,29153500.0,0.0
2010-02-26,127.3,128.27,125.57,127.16,71.5219,23624900.0,0.0
2010-02-19,124.91,128.06,124.11,127.19,71.5387,24433700.0,0.0
2010-02-12,123.15,124.2,121.61,124.0,69.7445,30088800.0,0.55
2010-02-05,123.23,126.07,121.83,122.97,68.8545,35063800.0,0.0
2010-01-29,126.33,127.75,121.9,122.39,68.5297,42786400.0,0.0
2010-01-22,131.63,134.25,125.37,125.5,70.2711,48810900.0,0.0
2010-01-15,131.06,132.89,128.67,131.78,73.7874,35873500.0,0.0
2010-01-08,131.18,132.97,128.91,130.85,73.2667,28639800.0,0.0
2009-12-31,130.99,132.85,130.68,130.9,73.2947,18075000.0,0.0
2009-12-24,127.8,130.57,127.68,130.57,73.1099,18700700.0,0.0
2009-12-18,129.65,129.98,127.0,127.91,71.6205,34452500.0,0.0
2009-12-11,126.88,129.77,126.11,129.68,72.6116,29242700.0,0.0
2009-12-04,125.12,128.9,124.92,127.25,71.251,30307700.0,0.0
2009-11-27,127.7,128.94,124.26,125.7,70.3831,19106900.0,0.0
2009-11-20,127.17,128.655,126.46,126.96,71.0886,23482700.0,0.0
2009-11-13,123.92,127.8,123.49,127.03,71.1278,31065000.0,0.0
2009-11-06,120.61,123.5,119.5,123.49,69.1456,30790900.0,0.55
2009-10-30,120.61,124.3,119.15,120.61,67.2336,38785400.0,0.0
2009-10-23,121.76,124.11,120.0,120.36,67.0942,36292000.0,0.0
2009-10-16,125.44,128.61,121.25,121.64,67.8078,55978800.0,0.0
2009-10-09,118.9,126.0,118.13,125.93,70.1992,37825500.0,0.0
2009-10-02,120.52,122.0,117.26,119.02,66.3472,37380100.0,0.0
2009-09-25,121.03,122.74,120.1,121.08,67.4956,26232600.0,0.0
2009-09-18,117.0,122.88,116.94,122.11,68.0698,40859700.0,0.0
2009-09-11,117.94,119.25,116.16,118.05,65.8065,21828700.0,0.0
2009-09-04,117.1,118.93,115.15,117.46,65.4776,25309900.0,0.0
2009-08-28,119.92,120.88,117.51,118.22,65.9013,26123700.0,0.0
2009-08-21,116.69,120.01,116.12,119.9,66.8378,27622200.0,0.0
2009-08-14,118.17,119.96,117.32,118.57,66.0964,25401100.0,0.0
2009-08-07,118.88,119.96,116.7,119.33,66.5201,27893800.0,0.55
2009-07-31,116.95,119.37,116.05,117.93,65.433,28085700.0,0.0
2009-07-24,114.53,118.15,114.39,117.64,65.2721,42520000.0,0.0
2009-07-17,101.28,115.53,100.19,115.42,64.0404,58793700.0,0.0
2009-07-10,101.57,102.78,99.5,100.83,55.9452,34208000.0,0.0
2009-07-02,105.99,106.27,101.73,101.73,56.4445,24758400.0,0.0
2009-06-26,105.18,106.785,103.51,105.68,58.6362,30871700.0,0.0
2009-06-19,107.63,109.14,105.5,105.89,58.7527,42930700.0,0.0
2009-06-12,106.64,110.64,105.5,108.21,60.0399,38913000.0,0.0
2009-06-05,106.94,108.8,105.11,107.24,59.5017,35592300.0,0.0
2009-05-29,101.32,106.5,101.02,106.28,58.9691,27330100.0,0.0
2009-05-22,102.0,106.12,101.74,101.89,56.5333,34599500.0,0.0
2009-05-15,101.09,104.38,100.57,101.37,56.2448,42229200.0,0.0
2009-05-08,105.26,106.82,99.83,101.49,56.3114,42691700.0,0.55
2009-05-01,99.61,106.05,99.25,104.61,57.7389,46394300.0,0.0
2009-04-24,100.29,103.86,98.2,100.08,55.2386,59469300.0,0.0
2009-04-17,100.28,102.04,96.44,101.27,55.8954,41711800.0,0.0
2009-04-09,100.9,102.45,98.52,101.7,56.1328,32887100.0,0.0
2009-04-03,92.0,102.66,91.8,102.22,56.4198,64912500.0,0.0
2009-03-27,93.7,99.86,92.75,94.15,51.9656,60950700.0,0.0
2009-03-20,91.34,95.0,89.41,92.51,51.0604,63330900.0,0.0
2009-03-13,84.7,90.65,83.02,90.36,49.8737,61831600.0,0.0
2009-03-06,91.17,91.9,83.81,85.81,47.3624,74483600.0,0.0
2009-02-27,89.3,93.28,82.85,92.03,50.7955,77805700.0,0.0
2009-02-20,91.73,92.49,87.34,88.79,49.0072,42419500.0,0.0
2009-02-13,95.93,96.98,92.2,93.84,51.7945,49132900.0,0.0
2009-02-06,90.6,97.1,89.69,96.14,53.064,53659500.0,0.5
2009-01-30,89.77,94.94,89.52,91.65,50.324,50819300.0,0.0
2009-01-23,84.76,91.6,81.76,89.49,49.138,61309500.0,0.0
2009-01-16,84.57,86.6,82.11,84.92,46.6286,48180000.0,0.0
2009-01-09,86.42,90.41,84.25,84.7,46.5078,41092400.0,0.0
2009-01-02,81.72,87.59,79.68,87.37,47.9739,26062900.0,0.0
2008-12-26,83.27,83.45,79.92,81.33,44.6574,18974200.0,0.0
2008-12-19,82.51,87.27,80.0,83.52,45.8599,50128100.0,0.0
2008-12-12,82.57,85.88,78.06,82.2,45.1351,49785100.0,0.0
2008-12-05,80.95,81.5,75.31,80.59,44.2511,51454000.0,0.0
2008-11-28,75.74,82.4,75.0,81.6,44.8057,39691800.0,0.0
2008-11-21,79.4,81.0,69.5,74.88,41.1158,73411500.0,0.0
2008-11-14,87.99,88.1,75.4,80.33,44.1083,58194400.0,0.0
2008-11-07,92.64,94.76,84.25,86.27,47.3699,47015300.0,0.5
2008-10-31,80.27,94.19,79.01,92.97,50.7508,60537100.0,0.0
2008-10-24,92.21,93.31,78.82,82.07,44.8007,58306900.0,0.0
2008-10-17,90.44,99.0,84.35,90.78,49.5553,75048600.0,0.0
2008-10-10,101.21,103.0,83.51,87.75,47.9013,86848900.0,0.0
2008-10-03,117.44,118.43,103.03,103.44,56.4662,62809100.0,0.0
2008-09-26,118.45,121.99,114.14,119.42,65.1894,34730600.0,0.0
2008-09-19,115.36,124.0,110.61,118.85,64.8783,66307100.0,0.0
2008-09-12,118.0,119.95,115.0,118.97,64.9438,46783800.0,0.0
2008-09-05,122.87,124.0,113.17,114.33,62.4109,42011600.0,0.0
2008-08-29,124.48,125.45,121.5,121.73,66.4504,30493600.0,0.0
2008-08-22,126.49,127.0,121.55,124.93,68.1972,34457400.0,0.0
2008-08-15,128.43,128.43,124.4,126.36,68.9779,32724200.0,0.0
2008-08-08,126.77,129.97,126.25,128.81,70.3153,34413900.0,0.5
2008-08-01,127.69,129.5,126.13,126.64,68.8641,28699300.0,0.0
2008-07-25,129.83,130.93,127.26,128.53,69.8919,45950300.0,0.0
2008-07-18,121.8,130.0,119.9,129.89,70.6314,59542700.0,0.0
2008-07-11,119.62,124.5,119.62,122.12,66.4062,47346100.0,0.0
2008-07-03,119.99,120.78,116.6,119.54,65.0033,32716800.0,0.0
2008-06-27,123.0,125.83,118.26,120.05,65.2806,41907700.0,0.0
2008-06-20,125.46,127.14,122.36,122.74,66.7434,35367900.0,0.0
2008-06-13,125.38,126.722,122.86,126.15,68.5977,31303600.0,0.0
2008-06-06,128.67,129.37,124.74,124.94,67.9397,35309300.0,0.0
2008-05-30,124.01,129.99,124.0,129.43,70.3813,33079200.0,0.0
2008-05-23,127.68,128.21,123.02,124.2,67.5373,31469600.0,0.0
2008-05-16,123.8,128.83,123.56,127.82,69.5058,40848500.0,0.0
2008-05-09,122.76,125.17,120.78,124.06,67.4612,38973400.0,0.5
2008-05-02,122.98,124.43,120.5,123.18,66.7139,36106300.0,0.0
2008-04-25,122.05,124.9,122.05,123.08,66.6598,32273700.0,0.0
2008-04-18,116.2,125.0,115.54,124.4,67.3747,67195200.0,0.0
2008-04-11,116.37,119.22,115.28,116.0,62.8253,38989700.0,0.0
2008-04-04,113.95,118.37,113.34,115.76,62.6953,42376300.0,0.0
2008-03-28,118.57,119.79,114.21,114.57,62.0508,41496800.0,0.0
2008-03-20,113.0,118.5,113.0,118.33,64.0872,39979100.0,0.0
2008-03-14,113.12,118.0,112.69,115.2301,62.4083,48594600.0,0.0
2008-03-07,114.09,116.41,111.8,113.94,61.7096,39506500.0,0.0
2008-02-29,107.68,116.63,107.43,113.86,61.6663,54366700.0,0.0
2008-02-22,106.79,109.6,104.53,108.07,58.5304,31292600.0,0.0
2008-02-15,102.9,108.93,102.87,106.16,57.496,33932900.0,0.0
2008-02-08,108.4,109.0,100.6,103.27,55.9307,40641500.0,0.4
2008-02-01,104.41,109.4,103.7,109.08,58.8502,39007500.0,0.0
2008-01-25,99.16,107.79,98.5,104.52,56.39,57768700.0,0.0
2008-01-18,105.0,106.72,100.05,103.4,55.7857,78126300.0,0.0
2008-01-11,100.355,101.0,97.04,97.67,52.6943,52601500.0,0.0
2008-01-04,109.25,110.0,100.48,101.13,54.561,33799300.0,0.0
2007-12-28,111.2,112.19,109.108,110.09,59.3951,16539900.0,0.0
2007-12-21,105.37,111.16,104.0,111.05,59.913,43481700.0,0.0
2007-12-14,109.0,110.4,104.1,105.77,57.0644,36725700.0,0.0
2007-12-07,105.45,110.0,104.58,108.86,58.7315,31672000.0,0.0
2007-11-30,104.4,109.19,101.5,105.18,56.7461,46569900.0,0.0
2007-11-23,104.34,105.39,101.34,104.05,56.1364,27820500.0,0.0
2007-11-16,101.89,106.42,100.7,104.79,56.5357,50102700.0,0.0
2007-11-09,115.11,115.11,99.27,100.2542,54.0885,62718300.0,0.4
2007-11-02,113.9,116.25,113.28,114.59,61.6011,30044700.0,0.0
2007-10-26,110.97,114.8,110.96,113.73,61.1388,32762600.0,0.0
2007-10-19,117.95,119.94,111.8,112.28,60.3593,53958800.0,0.0
2007-10-12,116.1,121.46,115.88,117.81,63.3321,35082300.0,0.0
2007-10-05,117.61,119.6,115.0,116.3,62.5203,33529800.0,0.0
2007-09-28,116.9,118.5,115.79,117.8,63.3267,33029400.0,0.0
2007-09-21,114.7,118.1,114.3,116.78,62.7784,38076800.0,0.0
2007-09-14,116.15,117.78,114.65,115.13,61.8914,32211300.0,0.0
2007-09-07,116.34,118.89,115.33,115.55,62.1171,28916300.0,0.0
2007-08-31,113.0,117.35,111.63,116.69,62.73,32617900.0,0.0
2007-08-24,110.9,113.25,108.08,113.24,60.8753,39957700.0,0.0
2007-08-17,112.99,113.95,103.7,110.9,59.6174,55388900.0,0.0
2007-08-10,111.97,114.6,109.7,112.64,60.5528,41626500.0,0.4
2007-08-03,115.62,115.75,110.02,111.89,59.9374,66192100.0,0.0
2007-07-27,114.88,118.82,114.85,115.62,61.9355,64841000.0,0.0
2007-07-20,108.57,116.48,108.42,114.81,61.5016,55626100.0,0.0
2007-07-13,108.73,109.65,108.1,108.6,58.175,34811600.0,0.0
2007-07-06,105.39,109.66,104.58,109.03,58.4054,24567300.0,0.0
2007-06-29,104.73,106.92,104.1,105.25,56.3805,31559100.0,0.0
2007-06-22,105.27,107.02,104.44,104.44,55.9466,35051000.0,0.0
2007-06-15,102.87,105.19,102.1,105.09,56.2948,34517000.0,0.0
2007-06-08,106.5,106.59,101.56,103.07,55.2127,63185700.0,0.0
2007-06-01,105.57,107.67,105.21,106.54,57.0715,23208200.0,0.0
2007-05-25,107.15,108.0,103.57,105.18,56.343,30271700.0,0.0
2007-05-18,105.81,108.05,104.53,107.99,57.8483,35014200.0,0.0
2007-05-11,102.76,105.99,102.21,105.98,56.7715,34979100.0,0.4
2007-05-04,101.11,103.17,100.97,102.96,54.941,38307800.0,0.0
2007-04-27,95.35,101.7,95.05,101.17,53.9858,58275300.0,0.0
2007-04-20,94.99,97.66,93.911,94.58,50.4693,51786700.0,0.0
2007-04-13,96.43,96.94,94.53,94.93,50.6561,27497000.0,0.0
2007-04-05,94.51,96.75,94.06,96.52,51.5045,19197800.0,0.0
2007-03-30,94.84,95.25,93.57,94.26,50.2986,34042800.0,0.0
2007-03-23,93.95,95.81,93.39,95.03,50.7094,26906600.0,0.0
2007-03-16,93.29,94.47,92.1,93.25,49.7596,36423000.0,0.0
2007-03-09,90.25,94.85,90.1,93.28,49.7756,43505100.0,0.0
2007-03-02,97.86,97.86,88.77,90.9,48.5056,52427400.0,0.0
2007-02-23,98.66,99.5,97.41,97.73,52.1502,20682500.0,0.0
2007-02-16,98.8,99.52,97.8,98.99,52.8226,27047900.0,0.0
2007-02-09,99.17,100.44,97.81,98.55,52.5878,34668400.0,0.3
2007-02-02,98.1,99.73,97.45,99.17,52.7596,34172300.0,0.0
2007-01-26,96.42,97.92,96.12,97.45,51.8445,41549100.0,0.0
2007-01-19,99.4,100.9,94.55,96.17,51.1636,58474800.0,0.0
2007-01-12,98.5,100.33,97.93,99.34,52.85,44830200.0,0.0
2007-01-05,97.17,98.79,96.26,97.42,51.8286,26942600.0,0.0
2006-12-29,95.0,97.88,94.92,97.15,51.6849,15807900.0,0.0
2006-12-22,94.95,96.5,94.8,95.25,50.6741,24009800.0,0.0
2006-12-15,93.72,95.8,93.3,95.3,50.7007,30414900.0,0.0
2006-12-08,92.5,94.87,92.25,93.86,49.9346,28792200.0,0.0
2006-12-01,92.71,93.24,90.43,91.25,48.5461,27785200.0,0.0
2006-11-24,93.77,93.8,92.8,93.35,49.6633,13559900.0,0.0
2006-11-17,91.75,94.05,91.41,93.81,49.908,23826600.0,0.0
2006-11-10,91.5,93.4,91.5,91.76,48.8174,29456500.0,0.3
2006-11-03,90.3,92.68,89.8,91.41,48.4741,30108500.0,0.0
2006-10-27,90.05,92.0,90.01,90.76,48.1294,35037300.0,0.0
2006-10-20,86.08,92.04,85.75,90.48,47.981,67866100.0,0.0
2006-10-13,83.14,86.21,83.0,86.08,45.6477,26864000.0,0.0
2006-10-06,81.76,83.78,81.56,83.14,44.0886,25738600.0,0.0
2006-09-29,81.64,82.79,81.28,81.94,43.4522,25658300.0,0.0
2006-09-22,82.56,83.79,81.01,81.21,43.0651,30290000.0,0.0
2006-09-15,80.6,83.59,80.25,82.94,43.9825,27425800.0,0.0
2006-09-08,81.19,81.54,79.31,80.66,42.7735,16108000.0,0.0
2006-09-01,79.91,81.68,79.76,81.41,43.1712,22236900.0,0.0
2006-08-25,79.51,80.0,78.42,79.88,42.3598,18060100.0,0.0
2006-08-18,75.85,79.97,75.6,79.9,42.3704,29303900.0,0.0
2006-08-11,75.63,76.28,75.05,75.48,40.0266,19054700.0,0.3
2006-08-04,76.44,77.5,74.9,75.91,40.0949,20900500.0,0.0
2006-07-28,74.92,77.3,74.92,76.96,40.6495,25666400.0,0.0
2006-07-21,73.34,77.06,72.73,74.86,39.5403,50614500.0,0.0
2006-07-14,76.18,76.83,73.37,73.57,38.8589,37325800.0,0.0
