,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount
2006-07-07,77.54,78.53,76.12,76.42,40.3643,18199800.0,0.0
2006-06-30,77.04,77.93,76.06,76.82,40.5756,26797500.0,0.0
2006-06-23,78.06,78.56,76.94,77.1,40.7234,27070000.0,0.0
2006-06-16,77.68,78.78,76.82,77.95,41.1724,33150500.0,0.0
2006-06-09,79.1,80.74,76.75,78.01,41.2041,40341000.0,0.0
2006-06-02,80.35,80.96,79.15,79.52,42.0017,23532800.0,0.0
2006-05-26,79.94,81.3,79.0,80.75,42.6513,26222700.0,0.0
2006-05-19,81.8,83.25,79.51,80.28,42.4031,28629900.0,0.0
2006-05-12,82.6,83.69,82.3,82.39,43.5176,22319900.0,0.3
2006-05-05,82.59,83.55,82.0,82.98,43.6711,24540000.0,0.0
2006-04-28,81.3,84.4,81.1,82.34,43.3343,36485300.0,0.0
2006-04-21,81.77,84.0,81.26,81.66,42.9764,35449300.0,0.0
2006-04-13,82.49,82.74,80.63,81.98,43.1449,18292300.0,0.0
2006-04-07,82.72,84.45,82.44,82.48,43.408,23780100.0,0.0
2006-03-31,82.98,83.7,82.2,82.47,43.4027,23139800.0,0.0
2006-03-24,83.11,84.99,82.93,83.36,43.8711,25547800.0,0.0
2006-03-17,81.56,83.76,81.45,83.3,43.8396,25173700.0,0.0
2006-03-10,80.05,82.25,79.86,81.57,42.9291,23708100.0,0.0
2006-03-03,80.0,80.89,79.51,79.96,42.0818,23693200.0,0.0
2006-02-24,80.1,81.65,79.85,80.1,42.1554,20014900.0,0.0
2006-02-17,81.33,81.91,80.13,80.71,42.4765,26994200.0,0.0
2006-02-10,79.94,81.46,78.93,81.33,42.8028,32826100.0,0.2
2006-02-03,81.02,82.24,79.72,79.97,41.9831,33566000.0,0.0
2006-01-27,81.33,82.15,80.59,81.02,42.5343,32471000.0,0.0
2006-01-20,82.8,84.7,81.25,81.36,42.7128,34792500.0,0.0
2006-01-13,83.9,84.81,82.5,83.17,43.6631,30173200.0,0.0
2006-01-06,82.45,85.03,80.81,84.95,44.5975,36958200.0,0.0
2005-12-30,83.48,84.5,81.56,82.2,43.1538,17622000.0,0.0
2005-12-23,83.23,84.2,82.06,83.48,43.8258,27298200.0,0.0
2005-12-16,87.01,87.35,82.75,83.37,43.7681,39305300.0,0.0
2005-12-09,88.4,89.92,86.33,86.97,45.658,26427900.0,0.0
2005-12-02,88.8,89.94,88.36,88.65,46.54,25765400.0,0.0
2005-11-25,87.6,89.39,86.88,88.8,46.6187,18193100.0,0.0
2005-11-18,84.25,88.0,84.03,87.77,46.078,30719600.0,0.0
2005-11-11,83.1,84.84,82.3,84.55,44.3875,21762600.0,0.2
2005-11-04,81.51,83.3,80.64,83.0,43.4693,31154000.0,0.0
2005-10-28,83.15,83.95,80.5,81.42,42.6418,25793400.0,0.0
2005-10-21,82.36,84.6,81.93,83.33,43.6421,39286100.0,0.0
2005-10-14,81.24,83.52,81.08,82.35,43.1288,36349300.0,0.0
2005-10-07,80.22,81.47,78.7,80.5,42.1599,30921800.0,0.0
2005-09-30,78.31,80.55,76.93,80.22,42.0133,30116700.0,0.0
2005-09-23,79.74,79.98,77.3,78.0,40.8506,31701800.0,0.0
2005-09-16,81.03,82.11,79.67,80.33,42.0709,25110400.0,0.0
2005-09-09,79.7,81.52,79.7,81.44,42.6522,18681300.0,0.0
2005-09-02,80.0,81.75,79.34,79.46,41.6153,25171500.0,0.0
2005-08-26,82.75,83.35,80.26,80.38,42.0971,22210500.0,0.0
2005-08-19,81.9,83.3,80.8,82.76,43.3436,22885800.0,0.0
2005-08-12,83.41,84.01,81.62,82.19,43.045,22568800.0,0.2
2005-08-05,83.0,84.2,82.73,83.36,43.5533,22265700.0,0.0
2005-07-29,83.98,84.52,82.81,83.46,43.6056,24382900.0,0.0
2005-07-22,81.99,85.11,81.68,84.44,44.1176,45014200.0,0.0
2005-07-15,79.4,82.75,78.52,82.38,43.0413,45662500.0,0.0
2005-07-08,74.38,79.52,74.16,79.3,41.4321,37388800.0,0.0
2005-07-01,74.01,75.68,73.45,74.67,39.013,30677800.0,0.0
2005-06-24,76.03,77.49,74.0,74.01,38.6682,33289800.0,0.0
2005-06-17,74.5,77.73,74.45,76.39,39.9117,33568000.0,0.0
2005-06-10,75.8,76.09,74.1,74.77,39.0653,24804200.0,0.0
2005-06-03,76.6,77.5,75.5,75.79,39.5982,23975100.0,0.0
2005-05-27,76.3,77.41,75.17,77.1,40.2826,24899800.0,0.0
2005-05-20,73.09,77.64,73.09,76.41,39.9221,34306900.0,0.0
2005-05-13,75.26,75.46,72.5,73.16,38.2241,33727100.0,0.0
2005-05-06,76.88,78.11,74.97,75.26,39.3213,39063200.0,0.2
2005-04-29,75.24,77.18,74.05,76.38,39.8007,51112000.0,0.0
2005-04-22,77.15,77.75,71.85,74.21,38.6699,70090000.0,0.0
2005-04-15,87.35,87.56,76.33,76.7,39.9674,62144400.0,0.0
2005-04-08,90.08,90.62,87.5,87.6,45.6473,27677900.0,0.0
2005-04-01,90.71,91.76,90.04,90.44,47.1272,25553000.0,0.0
2005-03-24,89.42,91.55,89.26,90.7,47.2627,18904100.0,0.0
2005-03-18,91.5,92.27,89.09,89.28,46.5227,25767500.0,0.0
2005-03-11,92.35,93.0,91.2,91.51,47.6847,24562700.0,0.0
2005-03-04,92.53,93.73,92.2,92.37,48.1329,22028900.0,0.0
2005-02-25,92.67,93.5,91.55,92.8,48.3569,18680300.0,0.0
2005-02-18,93.16,94.97,92.55,93.27,48.6019,20002800.0,0.0
2005-02-11,94.35,94.9,92.3,93.3,48.6175,21103700.0,0.18
2005-02-04,93.65,94.74,93.0,94.51,49.154,19731000.0,0.0
2005-01-28,92.7,93.59,91.44,92.89,48.3115,27667500.0,0.0
2005-01-21,93.65,95.34,92.23,92.38,48.0462,28556000.0,0.0
2005-01-14,95.78,96.2,93.55,94.1,48.9408,26060300.0,0.0
2005-01-07,98.97,99.1,95.47,95.78,49.8145,27415300.0,0.0
2004-12-31,97.69,99.0,97.37,98.58,51.2708,17501200.0,0.0
2004-12-23,96.35,98.0,96.35,97.72,50.8235,18152400.0,0.0
2004-12-17,96.85,98.15,96.08,96.2,50.033,27720400.0,0.0
2004-12-10,96.88,98.25,95.71,96.67,50.2774,26952800.0,0.0
2004-12-03,94.94,97.63,94.24,97.08,50.4906,29413700.0,0.0
2004-11-26,94.3,95.79,94.16,94.72,49.2632,17298900.0,0.0
2004-11-19,95.08,96.63,94.25,94.45,49.1228,27259900.0,0.0
2004-11-12,92.5,95.5,92.5,95.32,49.5753,28090600.0,0.18
2004-11-05,89.33,93.52,89.23,93.28,48.4209,30762600.0,0.0
2004-10-29,87.36,90.27,87.31,89.75,46.5885,27890400.0,0.0
2004-10-22,84.3,89.73,84.29,87.39,45.3635,39927800.0,0.0
2004-10-15,86.77,87.2,84.3,84.85,44.045,24456500.0,0.0
2004-10-08,87.0,88.1,86.51,86.71,45.0105,21303400.0,0.0
2004-10-01,84.1,86.98,83.88,86.72,45.0157,22465000.0,0.0
2004-09-24,85.4,86.43,83.24,84.43,43.827,23167900.0,0.0
2004-09-17,87.0,87.28,85.44,85.74,44.507,23207800.0,0.0
2004-09-10,84.7,87.0,84.6,86.76,45.0365,17994900.0,0.0
2004-09-03,84.57,85.09,83.65,84.39,43.8062,17286100.0,0.0
2004-08-27,85.23,85.45,84.35,84.94,44.0917,16955800.0,0.0
2004-08-20,83.7,85.35,83.51,85.25,44.2526,21524300.0,0.0
2004-08-13,83.48,84.99,81.9,83.91,43.557,26196900.0,0.0
2004-08-06,86.87,87.39,83.42,83.48,43.3338,20815300.0,0.18
2004-07-30,84.85,87.4,84.51,87.07,45.1001,22923000.0,0.0
2004-07-23,84.5,87.11,84.4,84.85,43.9502,28063300.0,0.0
2004-07-16,84.0,86.48,83.42,84.28,43.655,35836700.0,0.0
2004-07-09,86.5,86.73,83.51,83.89,43.453,26209600.0,0.0
2004-07-02,89.71,89.9,86.57,87.04,45.0846,21510400.0,0.0
2004-06-25,90.4,90.92,88.94,89.55,46.3847,22021500.0,0.0
2004-06-18,90.05,91.21,89.62,90.06,46.6489,22426400.0,0.0
2004-06-10,88.75,90.75,88.01,90.46,46.8561,18366900.0,0.0
2004-06-04,88.09,88.64,87.3,87.56,45.3539,15611800.0,0.0
2004-05-28,87.75,89.08,86.55,88.59,45.8875,20742800.0,0.0
2004-05-21,85.3,88.88,85.15,87.13,45.1312,26694400.0,0.0
2004-05-14,87.6,88.15,85.12,86.41,44.7583,31619400.0,0.0
2004-05-07,88.13,89.75,87.2012,88.19,45.6803,25650700.0,0.18
2004-04-30,90.75,91.99,88.01,88.17,45.5771,26790300.0,0.0
2004-04-23,91.9,92.48,89.7,91.28,47.1847,26094200.0,0.0
2004-04-16,93.5,94.36,91.04,92.28,47.7016,31404700.0,0.0
2004-04-08,93.95,94.39,92.51,93.12,48.1358,16201400.0,0.0
2004-04-02,92.99,94.55,91.35,94.2,48.6941,25046900.0,0.0
2004-03-26,91.27,93.25,90.28,92.77,47.9549,27482700.0,0.0
2004-03-19,92.6,93.79,90.88,91.62,47.3604,27477500.0,0.0
2004-03-12,96.49,96.88,91.15,93.3,48.2289,32862500.0,0.0
2004-03-05,96.5,97.6,95.56,96.45,49.8572,21755500.0,0.0
2004-02-27,97.4,97.51,95.2,96.5,49.883,25680600.0,0.0
2004-02-20,99.99,100.0,97.19,97.31,50.3017,19898100.0,0.0
2004-02-13,99.31,100.31,98.41,99.71,51.5423,20479500.0,0.0
2004-02-06,99.15,100.43,98.25,98.94,51.1443,31683700.0,0.16
2004-01-30,97.9,99.85,96.55,99.23,51.2114,30864500.0,0.0
2004-01-23,96.0,98.21,95.73,97.9,50.525,25889600.0,0.0
2004-01-16,91.21,95.65,89.01,95.32,49.1935,48592000.0,0.0
2004-01-09,92.0,93.38,91.0,91.21,47.0724,28694600.0,0.0
2004-01-02,93.1,93.73,91.2,91.55,47.2479,18092000.0,0.0
2003-12-26,92.83,93.5,92.18,92.9,47.9446,11178100.0,0.0
2003-12-19,93.43,94.12,91.88,93.14,48.0684,33482600.0,0.0
2003-12-12,90.52,93.16,90.52,92.71,47.8465,30943400.0,0.0
2003-12-05,90.9,91.48,90.03,90.64,46.7782,27735300.0,0.0
2003-11-28,89.03,90.68,88.95,90.54,46.7266,15370200.0,0.0
2003-11-21,89.9,90.18,88.23,88.63,45.7409,25235500.0,0.0
2003-11-14,89.55,91.48,88.89,90.25,46.5769,28880700.0,0.0
2003-11-07,89.9,90.84,87.72,88.26,45.5499,28479700.0,0.16
2003-10-31,88.8,90.71,88.05,89.48,46.097,28610800.0,0.0
2003-10-24,89.35,89.4,87.53,88.42,45.5509,29376600.0,0.0
2003-10-17,93.1,94.54,88.66,89.23,45.9682,47597600.0,0.0
2003-10-10,90.74,93.6,90.4,92.67,47.7404,27727600.0,0.0
2003-10-03,89.25,91.95,87.9,90.64,46.6946,35612700.0,0.0
2003-09-26,92.24,92.24,89.0,89.05,45.8755,34494900.0,0.0
2003-09-19,89.7,93.47,88.39,93.28,48.0546,42039300.0,0.0
2003-09-12,88.45,89.97,86.4,88.7,45.6952,41601200.0,0.0
2003-09-05,82.4,88.29,82.3,86.95,44.7936,41027800.0,0.0
2003-08-29,82.85,83.03,81.27,82.01,42.2487,24293600.0,0.0
2003-08-22,82.05,84.72,81.9,82.97,42.7433,30615500.0,0.0
2003-08-15,80.87,82.19,80.28,81.79,42.1354,22220100.0,0.0
2003-08-08,80.75,81.36,78.73,80.88,41.6666,30290600.0,0.16
2003-08-01,83.67,83.7,80.05,81.27,41.7837,34886500.0,0.0
2003-07-25,83.2,83.74,81.51,83.55,42.9559,33171000.0,0.0
2003-07-18,86.0,87.03,82.5,83.72,43.0433,45286100.0,0.0
2003-07-11,84.8,86.75,83.47,84.89,43.6448,32242400.0,0.0
2003-07-03,83.9,84.89,81.4,83.95,43.1615,22755900.0,0.0
2003-06-27,84.79,84.79,82.09,83.42,42.889,27829700.0,0.0
2003-06-20,83.1,85.29,82.55,84.92,43.6602,37484300.0,0.0
2003-06-13,80.0,84.98,79.81,82.75,42.5446,41268000.0,0.0
2003-06-06,89.0,89.08,79.84,80.05,41.1564,69955400.0,0.0
2003-05-30,84.51,88.7,84.51,88.04,45.2643,26786400.0,0.0
2003-05-23,88.05,88.47,84.89,85.26,43.8351,32835800.0,0.0
2003-05-16,87.55,90.4,87.1,88.99,45.7528,38800700.0,0.0
2003-05-09,87.2,88.34,85.75,87.55,45.0124,35257500.0,0.16
2003-05-02,84.05,87.57,83.62,87.57,44.9397,39359000.0,0.0
2003-04-25,84.4,86.06,82.6,83.88,43.0461,36064700.0,0.0
2003-04-17,78.5,84.4,78.16,84.26,43.2411,42212300.0,0.0
2003-04-11,82.6,82.9,78.13,78.75,40.4134,39935800.0,0.0
2003-04-04,79.26,83.48,78.12,80.79,41.4603,46339300.0,0.0
2003-03-28,82.46,84.0,80.5,80.85,41.4911,42576300.0,0.0
2003-03-21,78.0,84.9,77.84,84.9,43.5695,58133300.0,0.0
2003-03-14,77.45,79.48,73.17,79.0,40.5417,48104400.0,0.0
2003-03-07,78.9,79.0,75.71,77.9,39.9772,32954000.0,0.0
2003-02-28,79.7,79.99,76.75,77.95,40.0029,39649300.0,0.0
2003-02-21,78.02,80.05,77.91,79.95,41.0293,26970500.0,0.0
2003-02-14,77.1,78.97,74.31,77.45,39.7463,41674400.0,0.0
2003-02-07,78.2,78.9,76.25,77.1,39.5667,37378500.0,0.15
2003-01-31,77.99,81.3,77.02,78.2,40.0537,42173800.0,0.0
2003-01-24,81.3,81.85,78.82,78.99,40.4583,34478700.0,0.0
2003-01-17,88.31,88.95,81.18,81.3,41.6415,53450200.0,0.0
2003-01-10,81.9,88.04,81.81,87.68,44.9093,50004000.0,0.0
2003-01-03,77.0,81.65,75.6,81.65,41.8208,29764800.0,0.0
2002-12-27,79.75,81.5,76.61,77.36,39.6234,20460800.0,0.0
2002-12-20,79.6,81.79,78.24,79.79,40.8681,36539200.0,0.0
2002-12-13,81.0,82.48,78.27,80.0,40.9756,37355200.0,0.0
2002-12-06,88.6,89.46,81.07,82.32,42.1639,41270300.0,0.0
2002-11-29,84.63,88.11,83.52,86.92,44.52,28402500.0,0.0
2002-11-22,80.8,85.17,77.84,84.43,43.2447,45101100.0,0.0
2002-11-15,77.59,80.99,76.7,80.01,40.9808,49429400.0,0.0
2002-11-08,81.99,83.81,77.2,77.59,39.7412,52109900.0,0.15
2002-11-01,75.15,80.5,74.2,80.4,41.1049,56125400.0,0.0
2002-10-25,73.65,75.9,71.75,74.56,38.1192,51727300.0,0.0
2002-10-18,61.54,74.25,61.54,74.25,37.9607,72253200.0,0.0
2002-10-11,56.6,63.92,54.01,63.92,32.6794,67066500.0,0.0
2002-10-04,59.55,62.0,55.77,56.6,28.937,60869200.0,0.0
2002-09-27,63.75,64.88,59.55,60.36,30.8593,59368300.0,0.0
2002-09-20,72.0,73.45,63.9,63.92,32.6794,59733100.0,0.0
2002-09-13,72.45,77.5,71.31,72.5,37.066,29374700.0,0.0
2002-09-06,74.2,75.0,71.5,73.2,37.4239,24168200.0,0.0
2002-08-30,80.4,80.89,75.1,75.38,38.5384,31535800.0,0.0
2002-08-23,79.35,82.85,79.01,80.4,41.1049,37599000.0,0.0
2002-08-16,71.05,79.98,70.61,79.35,40.5681,42544100.0,0.0
2002-08-09,67.94,74.3,65.85,71.83,36.7234,38896400.0,0.15
2002-08-02,70.37,72.7,67.12,67.88,34.6289,50523500.0,0.0
2002-07-26,71.25,72.19,65.7,66.4,33.8739,64004300.0,0.0
2002-07-19,68.4,74.2,66.6,72.0,36.7307,59368700.0,0.0
2002-07-12,73.0,73.48,67.55,69.21,35.3074,50325700.0,0.0
2002-07-05,72.01,73.9,67.16,73.5,37.4959,37781700.0,0.0
2002-06-28,67.25,73.62,66.1,72.0,36.7307,56342200.0,0.0
2002-06-21,76.18,77.75,68.19,68.75,35.0727,51132700.0,0.0
2002-06-14,77.75,78.8,73.25,76.17,38.858,45826900.0,0.0
2002-06-07,80.75,80.95,77.0,78.3,39.9446,37678900.0,0.0
2002-05-31,82.8,83.11,80.22,80.45,41.0415,21571900.0,0.0
2002-05-24,85.45,85.46,82.52,83.1,42.3933,25012600.0,0.0
2002-05-17,80.25,86.49,79.5,85.69,43.7146,37347700.0,0.0
2002-05-10,81.7,83.0,75.92,79.68,40.6486,61363200.0,0.15
2002-05-03,84.71,85.23,81.11,81.78,41.6442,42862500.0,0.0
2002-04-26,88.95,89.08,84.7,84.71,43.1362,31976500.0,0.0
2002-04-19,86.5,90.03,84.0,89.0,45.3208,51860900.0,0.0
2002-04-12,87.5,89.95,83.34,85.6,43.5894,110897800.0,0.0
2002-04-05,104.0,104.0,97.25,97.25,49.5219,36348600.0,0.0
2002-03-28,105.8,106.66,102.3,104.0,52.9591,25371800.0,0.0
2002-03-22,107.1,108.64,104.7,105.6,53.7739,25381100.0,0.0
2002-03-15,104.35,108.85,103.6,106.79,54.3798,42307200.0,0.0
2002-03-08,103.35,107.5,103.13,105.09,53.5142,47715500.0,0.0
2002-03-01,98.45,103.1,95.99,103.02,52.4601,51947900.0,0.0
2002-02-22,101.5,101.8,95.76,98.45,50.1329,48524400.0,0.0
2002-02-15,105.0,109.15,101.7,102.89,52.3939,39939500.0,0.0
2002-02-08,108.0,108.5,102.61,104.99,53.4632,35602600.0,0.14
2002-02-01,109.5,110.21,101.0,108.0,54.9239,55992100.0,0.0
2002-01-25,114.25,114.26,107.0,109.28,55.5748,38030400.0,0.0
2002-01-18,120.0,120.55,112.81,114.25,58.1023,50634800.0,0.0
2002-01-11,125.0,126.39,120.28,120.31,61.1842,31815400.0,0.0
2002-01-04,122.75,125.6,119.8,125.6,63.8744,27402400.0,0.0
2001-12-28,122.05,123.93,121.1,122.9,62.5013,13450200.0,0.0
2001-12-21,120.15,124.7,120.15,122.0,62.0436,34859100.0,0.0
2001-12-14,120.0,123.21,119.41,121.1,61.5859,36439000.0,0.0
2001-12-07,114.8,121.98,113.21,120.4,61.23,45132800.0,0.0
2001-11-30,115.9,116.4,111.81,115.59,58.7838,29636100.0,0.0
2001-11-23,114.7,116.8,113.05,115.35,58.6618,17282200.0,0.0
2001-11-16,113.0,117.0,112.05,114.5,58.2295,36592100.0,0.0
2001-11-09,109.95,115.56,109.0,114.08,58.0159,37385000.0,0.14
2001-11-02,110.5,111.12,106.9,109.5,55.6183,37116500.0,0.0
2001-10-26,102.65,112.1,101.9,111.16,56.4615,43172300.0,0.0
2001-10-19,99.85,106.7,99.66,102.65,52.139,63537500.0,0.0
2001-10-12,98.03,101.0,94.9,100.84,51.2196,48258400.0,0.0
2001-10-05,91.72,98.88,91.34,98.02,49.7873,46507700.0,0.0
2001-09-28,91.8,96.0,87.49,91.72,46.5873,61809500.0,0.0
2001-09-21,93.9,96.85,89.5,90.5,45.9677,75868900.0,0.0
2001-09-10,96.0,97.4,95.59,96.47,49.0,10311500.0,0.0
2001-09-07,100.15,103.13,96.0,96.59,49.0609,41322600.0,0.0
2001-08-31,106.99,108.2,98.86,99.95,50.7676,38331400.0,0.0
2001-08-24,104.68,107.8,101.4,106.99,54.3434,33343800.0,0.0
2001-08-17,105.0,106.85,103.66,104.59,53.1244,29688900.0,0.0
2001-08-10,107.25,107.37,102.7,104.95,53.3072,26622100.0,0.14
2001-08-03,104.9,110.09,104.76,108.18,54.8741,25049100.0,0.0
2001-07-27,105.7,106.95,102.73,104.7,53.1089,32638300.0,0.0
2001-07-20,108.53,109.38,103.03,105.7,53.6161,48299000.0,0.0
2001-07-13,106.5,109.3,101.56,108.53,55.0517,45082800.0,0.0
2001-07-06,113.5,115.4,105.81,106.5,54.0219,25362500.0,0.0
2001-06-29,113.75,116.95,111.1,113.5,57.5727,35230300.0,0.0
2001-06-22,113.98,117.25,111.36,112.87,57.2531,33926900.0,0.0
2001-06-15,116.3,118.47,113.38,113.6,57.6234,39520000.0,0.0
2001-06-08,113.25,119.0,112.85,116.1,58.8915,29113600.0,0.0
2001-06-01,117.35,117.59,111.64,112.89,57.2633,27279700.0,0.0
2001-05-25,117.95,119.9,117.1,117.8,59.7538,34172800.0,0.0
2001-05-18,111.2,117.68,111.0,117.44,59.5712,32527500.0,0.0
2001-05-11,116.2,118.9,110.96,111.81,56.7154,37758700.0,0.14
2001-05-04,116.4,118.95,111.2,115.86,58.7,40113600.0,0.0
2001-04-27,114.01,116.9,111.68,116.2,58.8722,38874700.0,0.0
2001-04-20,96.2,116.4,95.2,114.83,58.1781,77541600.0,0.0
2001-04-12,98.5,101.94,93.8,96.2,48.7393,40874500.0,0.0
2001-04-06,97.45,100.0,90.05,97.95,49.6259,61562900.0,0.0
2001-03-30,95.25,100.0,93.75,96.18,48.7292,52337900.0,0.0
2001-03-23,91.0,94.99,87.65,93.51,47.3764,56911400.0,0.0
2001-03-16,97.9,98.9,88.2,90.1,45.6488,69318700.0,0.0
2001-03-09,102.81,108.4,97.9,99.29,50.3048,46134500.0,0.0
2001-03-02,105.8,107.65,97.5,102.3,51.8298,59912700.0,0.0
2001-02-23,114.55,115.6,100.25,104.0,52.6911,42890800.0,0.0
2001-02-16,110.55,118.64,110.3,115.0,58.2642,36127100.0,0.0
2001-02-09,109.4,118.2,109.3,112.0,56.7443,36346600.0,0.13
2001-02-02,112.5,116.75,109.6,110.27,55.8058,32690400.0,0.0
2001-01-26,109.5,115.25,107.62,114.19,57.7896,40283600.0,0.0
2001-01-19,93.75,113.94,91.81,111.25,56.3017,55406000.0,0.0
2001-01-12,93.5,96.44,91.25,93.81,47.4756,37351000.0,0.0
2001-01-05,84.5,99.75,83.75,94.0,47.5718,44240800.0,0.0
2000-12-29,89.0,89.56,82.12,85.0,43.017,31039700.0,0.0
2000-12-22,88.37,94.44,80.06,89.0,45.0414,50218000.0,0.0
2000-12-15,96.5,98.25,87.31,87.81,44.4391,41477400.0,0.0
2000-12-08,96.0,104.75,93.12,97.0,49.09,37530500.0,0.0
2000-12-01,100.44,102.0,92.25,95.62,48.3916,32366400.0,0.0
2000-11-24,101.5,104.37,98.31,99.94,50.5779,22641900.0,0.0
2000-11-17,91.81,102.5,91.62,101.94,51.5901,29453200.0,0.0
2000-11-10,99.87,103.75,93.0,93.0,47.0657,32715700.0,0.13
2000-11-03,93.5,102.62,90.31,100.12,50.6032,39746400.0,0.0
2000-10-27,94.75,95.0,86.94,93.69,47.3533,48790400.0,0.0
2000-10-20,111.5,113.87,90.25,94.75,47.8891,73706800.0,0.0
2000-10-13,115.94,119.37,103.12,109.06,55.1217,38085500.0,0.0
2000-10-06,112.62,119.62,108.56,116.0,58.6294,43940700.0,0.0
2000-09-29,124.5,126.62,110.25,112.62,56.9211,31360800.0,0.0
2000-09-22,125.25,126.69,120.0,123.87,62.6071,22129500.0,0.0
2000-09-15,127.87,129.19,122.75,125.0,63.1782,28000200.0,0.0
2000-09-08,132.81,134.88,129.38,129.5,65.4526,20201600.0,0.0
2000-09-01,129.88,134.94,129.56,133.63,67.5401,30751200.0,0.0
2000-08-25,121.06,129.88,119.87,129.0,65.1999,24522100.0,0.0
2000-08-18,120.0,123.69,119.31,120.44,60.8735,23739400.0,0.0
2000-08-11,116.62,121.81,115.56,120.62,60.9645,29859300.0,0.13
2000-08-04,110.5,116.5,110.06,115.87,58.4997,24015800.0,0.0
2000-07-28,114.12,115.62,108.87,111.81,56.4499,28454700.0,0.0
2000-07-21,104.44,117.81,101.0,114.75,57.9343,52881600.0,0.0
2000-07-14,104.69,105.94,101.0,103.94,52.4766,25072200.0,0.0
2000-07-07,108.75,109.87,100.0,105.06,53.042,38608400.0,0.0
2000-06-30,113.0,115.75,108.62,109.56,55.314,32971500.0,0.0
2000-06-23,113.5,120.69,110.81,111.87,56.4802,27864000.0,0.0
2000-06-16,119.12,120.44,113.25,113.25,57.1769,26364000.0,0.0
2000-06-09,108.44,122.31,108.44,119.69,60.4283,37831000.0,0.0
2000-06-02,107.75,111.0,105.5,108.81,54.9353,18535800.0,0.0
2000-05-26,106.0,112.25,103.44,106.94,53.9912,31197000.0,0.0
2000-05-19,104.0,109.25,102.0,106.44,53.7388,29694500.0,0.0
2000-05-12,108.06,110.62,102.06,104.44,52.729,33410400.0,0.13
2000-05-05,112.5,113.62,106.5,107.87,54.3963,22151300.0,0.0
2000-04-28,102.0,113.94,101.25,111.5,56.2268,35488400.0,0.0
2000-04-20,103.87,115.12,102.06,104.0,52.4447,43482800.0,0.0
2000-04-14,124.75,125.37,102.87,105.0,52.949,42149600.0,0.0
2000-04-07,120.0,128.0,115.06,123.12,62.0865,47344000.0,0.0
2000-03-31,125.0,128.25,117.06,118.37,59.6912,44498000.0,0.0
2000-03-24,110.0,122.25,109.94,120.62,60.8258,38090900.0,0.0
2000-03-17,104.0,111.69,102.5,110.0,55.4704,36990400.0,0.0
2000-03-10,109.94,111.0,101.0,105.25,53.0751,42586200.0,0.0
2000-03-03,104.62,110.0,99.5,108.0,54.4618,51128300.0,0.0
2000-02-25,112.0,113.44,104.94,108.0,54.4618,34514300.0,0.0
2000-02-18,116.0,118.87,111.5,112.5,56.7311,26599300.0,0.0
2000-02-11,116.0,119.75,113.12,115.37,58.1784,26814500.0,0.12
2000-02-04,111.37,118.44,109.12,115.62,58.2456,32834200.0,0.0
2000-01-28,121.87,122.87,110.06,111.56,56.2003,33325200.0,0.0
2000-01-21,119.69,124.75,112.69,121.5,61.2078,41930500.0,0.0
2000-01-14,117.25,123.31,115.37,119.62,60.2607,42663900.0,0.0
2000-01-07,112.44,119.75,110.62,113.5,57.1776,51137300.0,0.0
1999-12-31,109.69,110.75,106.62,107.87,54.3414,16812500.0,0.0
1999-12-23,109.06,110.44,107.75,108.62,54.7192,18144100.0,0.0
1999-12-17,108.12,112.75,104.5,110.0,55.4144,38810100.0,0.0
1999-12-10,113.0,122.12,107.56,109.0,54.9107,58626000.0,0.0
1999-12-03,104.94,112.87,102.12,111.87,56.3565,37670000.0,0.0
1999-11-26,105.5,109.87,101.81,105.0,52.8956,37165600.0,0.0
1999-11-19,96.0,105.12,92.62,103.94,52.3616,61550800.0,0.0
1999-11-12,90.5,97.5,90.5,95.87,48.2962,43569700.0,0.12
